Word/Idiom,Meaning,Episode,Memory Palace,Part of Speech,Verb (if relevant)
teniendo,"teniendo: ""having"" (Tener gerund)",52,,"Verb, Verb",Tener
tuve,"tuve: ""had"", ""I had"" (Tener, preterite, 1st person)",52,,"Verb, Verb",Tener
tuvo,"tuvo: ""had"", ""he/she/it had"" (Tener, preterite, 3rd person)",52,,"Verb, Verb",Tener
haber que,"using Haber with ""que"" to indicate that there's a need to do something",53,,"Other structure, Que for obligation",
que,"using Tener with ""que"" to indicate obligation",53,,"Other structure, Que for obligation",
dos,"dos: ""two"" (number)",54,,"Adjective, Number",
los dos,"los dos or ""las dos"": ""both""",54,,"Cluster, Idiom",
mejor,"mejor: ""better"" (adjective)",54,,"Adjective, Ser, comparative",
mucho,"mucho: ""a lot"", ""much"" (adjective)",54,,"Adjective, Indefinite",
otra vez,"otra vez: ""again"" (idiom)",54,,"Cluster, Idiom",
otro,"otro/otra: ""other"", ""another"" (adjective)",54,,"Adjective, Indefinite",
otro,"otro/otra: ""another one"" (pronoun)",54,,"Pronoun, Indefinite",
ten,"ten: ""have"" (Tener, imperative, 2nd person)",54,,"Verb, Verb",Tener
tenga,"tenga: ""have"" (Tener, imperative, formal)",54,,"Verb, Verb",Tener
tengan,"tengan: ""have"" (Tener, imperative, plural)",54,,"Verb, Verb",Tener
tengas,"no tengas: ""don't have"", imperative (Tener, imperative, 2nd person)",54,,"Verb, Verb",Ir
tres,"tres: ""three"" (number)",54,,"Adjective, Number",
unas,"unas: ""some"" (fem. indefinite article)",54,,"Article, Indefinite",
uno,"uno: ""one"", ""someone"" (pronoun)",54,,"Noun, Noun",
uno,"uno/una to mean ""one"" (number)",54,,"Adjective, Number",
unos,"unos: ""some"" (masc. indefinite article)",54,,"Article, Indefinite",
vámonos,"vámonos: ""let's leave"" (Irse, imperative, 1st person plural)",54,,"Verb, Verb",Ir
vamos,"vamos: ""let's go"" (Ir, imperative, 1st person plural)",54,,"Verb, Verb",Ir
vaya,"vaya: ""go"" (Ir, imperative, formal)",54,,"Verb, Verb",Ir
vayamos,"no vayamos: ""let's not go"" (Ir, imperative, 1st person plural)",54,,"Verb, Verb",Ir
vayan,"vayan: ""go"" (Ir, imperative, plural)",54,,"Verb, Verb",Ir
váyanse,"váyanse: ""leave"" (Irse, imperative, plural)",54,,"Verb, Verb",Ir
vayas,"no vayas: ""don't go"", imperative (Ir, imperative, 2nd person)",54,,"Verb, Verb",Ir
váyase,"váyase: ""leave"" (Irse, imperative, formal)",54,,"Verb, Verb",Ir
ve,"ve: ""go"" (Ir, imperative)",54,,"Verb, Verb",Ir
vete,"vete: ""leave"" (Irse, imperative)",54,,"Verb, Verb",Ir
esas,"esas: ""those"" before a feminine noun",55,,"Pronoun, Demonstrative",
esas,"esas: ""those"", ""those ones"" (feminine pronoun)",55,,"Pronoun, Demonstrative",
esos,"esos: ""those"" before a masculine noun",55,,"Pronoun, Demonstrative",
esos,"esos: ""those"" (pronoun)",55,,"Pronoun, Demonstrative",
estas,"estas: ""these"" before a feminine noun",55,,"Pronoun, Demonstrative",
estas,"estas: ""these"", ""these ones"" (feminine pronoun)",55,,"Pronoun, Demonstrative",
estos,"estos: ""these"" before a masculine noun",55,,"Pronoun, Demonstrative",
estos,"estos: ""these"" (pronoun)",55,,"Pronoun, Demonstrative",
a,"the personal a: using an extra ""a"" before a direct object when it's a person",56,,"Preposition, Preposition",
de más,"de más: ""extra"" (idiom)",56,,"Cluster, Idiom",
en vez,"en vez: ""instead"" (idiom)",56,,"Cluster, Prepositional Cluster",
no está de más,"no está de más: ""it couldn't hurt"" (idiom)",56,,"Cluster, Idiom",
nunca está de más,"nunca está de más: ""it never hurts"" (idiom)",56,,"Cluster, Idiom",
para nada,"para nada: ""at all"", ""not at all"" (idiom)",56,,"Cluster, Idiom",
tiene de todo,"tiene de todo: ""has some of everything"" (idiom)",56,,"Cluster, Idiom",
fue,"fue: ""was"", ""he/she/it was"" (Ser, preterite, 3rd person)",57,,"Verb, Verb",Ser
fueron,"fueron: ""were"", ""they were"" (Ser, preterite, 3rd person plural)",57,,"Verb, Verb",Ser
fui,"fui: ""was"", ""I was"" (Ser, preterite, 1st person)",57,,"Verb, Verb",Ser
fuimos,"fuimos: ""were"", ""we were"" (Ser, preterite, 1st person plural)",57,,"Verb, Verb",Ser
fuiste,"fuiste: ""were"", ""you were"" (Ser, preterite, 2nd person)",57,,"Verb, Verb",Ser
estuviera,"estuviera: ""were"", ""I were"" (Estar, past subjunctive, 1st person)",58,,"Verb, Verb",Estar
estuviera,"estuviera: ""were"", ""he/she/it were"" (Estar, past subjunctive, 3rd person)",58,,"Verb, Verb",Estar
fuera,"fuera: ""went"", ""I went"" (Ir, past subjunctive, 1st person)",58,,"Verb, Verb",Ir
fuera,"fuera: ""went"", ""he/she/it went"" (Ir, past subjunctive, 3rd person)",58,,"Verb, Verb",Ir
fuera,"fuera: ""were"", ""I were"" (Ser, past subjunctive, 1st person)",58,,"Verb, Verb",Ser
fuera,"fuera: ""were"", ""he/she/it were"" (Ser, past subjunctive, 3rd person)",58,,"Verb, Verb",Ser
fuéramos,"fuéramos: ""were"", ""we were"" (Ser, past subjunctive, 1st person plural)",58,,"Verb, Verb",Ser
fueran,"fueran: ""were"", ""they were"" (Ser, past subjunctive, 3rd person plural)",58,,"Verb, Verb",Ser
fueras,"fueras: ""were"", ""you were"" (Ser, past subjunctive, 2nd person)",58,,"Verb, Verb",Ser
iría,"iría: ""would go"", ""I would go"" (Ir, conditional, 1st person)",58,,"Verb, Verb",Ir
iría,"iría: ""would go"", ""he/she/it would go"" (Ir, conditional, 3rd person)",58,,"Verb, Verb",Ir
iríamos,"iríamos: ""would go"", ""we would go"" (Ir, conditional, 1st person plural)",58,,"Verb, Verb",Ir
irían,"irían: ""would go"", ""they would go"" (Ir, conditional, 3rd person plural)",58,,"Verb, Verb",Ir
irías,"irías: ""would go"", ""you would go"" (Ir, conditional, 2nd person)",58,,"Verb, Verb",Ir
tendría,"tendría: ""would have"", ""I would have"" (Tener, conditional, 1st person)",58,,"Verb, Verb",Tener
tendría,"tendría: ""would have"", ""he/she/it would have"" (Tener, conditional, 3rd person)",58,,"Verb, Verb",Tener
tendríamos,"tendríamos: ""would have"", ""we would have"" (Tener, conditional, 1st person plural)",58,,"Verb, Verb",Tener
tendrían,"tendrían: ""would have"", ""they would have"" (Tener, conditional, 3rd person plural)",58,,"Verb, Verb",Tener
tendrías,"tendrías: ""would have"", ""you would have"" (Tener, conditional, 2nd person)",58,,"Verb, Verb",Tener
tuviera,"tuviera: ""had"", ""I had"" (Tener, past subjunctive, 1st person)",58,,"Verb, Verb",Tener
tuviera,"tuviera: ""had"", ""he/she/it had"" (Tener, past subjunctive, 3rd person)",58,,"Verb, Verb",Tener
hasta,"hasta: ""until"", ""to"", ""up to"" (preposition)",59,,"Preposition, Preposition",
hasta,"hasta: ""even"" (adverb)",59,,"Adverb, Whether (formerly ""boolean"")",
hasta que,"hasta que: ""until"" (idiom)",59,,"Cluster, Conjunction cluster",
ni,"ni: ""neither""/""nor"" (conjunction)",59,,"Conjunction, List",
porque,"porque: ""because"" (conjunction)",59,,"Conjunction, Subordinating, normal",
quién,"quién: ""who"" (interrogative pronoun)",59,,"Pronoun, Interrogative",
también,"también: ""also"", ""as well"", ""too"" (adverb)",59,,"Adverb, Whether (formerly ""boolean"")",
así que,"así que: ""so"", ""so that"", ""such that"" (idiom)",60,,"Cluster, Conjunction cluster",
cómo que...,"cómo que: ""what do you mean...?"" (idiom)",60,,"Cluster, Idiom",
lo + tener + todo,"lo + Tener + todo: ""to have it all"" (idiom)",60,,"Cluster, Idiom",
por ahí,"por ahí: ""around"" (idiom)",60,,"Cluster, Idiom",
sí o sí,"sí o sí: ""either way"" (idiom)",60,,"Cluster, Idiom",
todo lo que,"todo lo que: ""all that"", ""everything that"" (idiom)",60,,"Cluster, Idiom",
hace,"hace: ""does/makes"", ""he/she/it does/makes"" (Hacer, present, 3rd person)",61,,"Verb, Verb",Hacer
hacemos,"hacemos: ""do/make"", ""we do/make"" (Hacer, present, 1st person plural)",61,,"Verb, Verb",Hacer
hacen,"hacen: ""do/make"", ""they do/make"" (Hacer, present, 3rd person plural)",61,,"Verb, Verb",Hacer
hacerse,"hacerse: any use of Hacer with a reflexive pronoun, changing the meaning to ""become""",61,,"Other structure, Pronominal structure",
haces,"haces: ""do/make"", ""you do/make"" (Hacer, present, 2nd person)",61,,"Verb, Verb",Hacer
hago,"hago: ""do/make"", ""I do/make"" (Hacer, present, 1st person)",61,,"Verb, Verb",Hacer
hacerle,hacerle (contraction),62,,"Verb, Verb",Hacer
hacerlo,hacerlo (contraction),62,,"Verb, Verb",Hacer
hacerme,hacerme (contraction),62,,"Verb, Verb",Hacer
hacerse,,62,,"Verb, Verb",Hacer
hacerte,hacerte (contraction),62,,"Verb, Verb",Hacer
hacía,"hacía: ""was doing/making"", ""I was doing/making"" (Hacer, imperfect, 1st person)",62,,"Verb, Verb",Hacer
hacía,"hacía: ""was doing/making"", ""he/she/it was doing/making"" (Hacer, imperfect, 3rd person)",62,,"Verb, Verb",Hacer
hacíamos,"hacíamos: ""were doing/making"", ""we were doing/making"" (Hacer, imperfect, 1st person plural)",62,,"Verb, Verb",Hacer
hacían,"hacían: ""were doing/making"", ""they were doing/making"" (Hacer, imperfect, 3rd person plural)",62,,"Verb, Verb",Hacer
hacías,"hacías: ""were doing/making"", ""you were doing/making"" (Hacer, imperfect, 2nd person)",62,,"Verb, Verb",Hacer
haga,"haga: ""do/make"", ""I do/make"" (Hacer, subjunctive, 1st person)",62,,"Verb, Verb",Hacer
haga,"haga: ""do/make"", ""he/she/it do/make"" (Hacer, subjunctive, 3rd person)",62,,"Verb, Verb",Hacer
haga,"haga: ""do/make"" (Hacer, imperative, formal)",62,,"Verb, Verb",Hacer
hágalo,"hágalo: ""do/make it"" (Hacer, imperative, formal)",62,,"Verb, Verb",Hacer
hagamos,"hagamos: ""let's do/make"" (Hacer, imperative, 1st person plural)",62,,"Verb, Verb",Hacer
hagamos,"hagamos: ""do/make"", ""we do/make"" (Hacer, subjunctive, 1st person plural)",62,,"Verb, Verb",Hacer
hagan,"hagan: ""do/make"", ""they do/make"" (Hacer, subjunctive, 3rd person plural)",62,,"Verb, Verb",Hacer
hagan,"hagan: ""do/make"" (Hacer, imperative, plural)",62,,"Verb, Verb",Hacer
hagas,"hagas: ""do/make"", ""you do/make"" (Hacer, subjunctive, 2nd person)",62,,"Verb, Verb",Hacer
hagas,"no hagas: ""don't do/make"" (Hacer, imperative, 2nd person)",62,,"Verb, Verb",Hacer
hará,"hará: ""will do/make"", ""he/she/it will do/make"" (Hacer, future, 3rd person)",62,,"Verb, Verb",Hacer
harán,,62,,"Verb, Verb",Hacer
harás,"harás: ""will do/make"", ""you will do/make"" (Hacer, future, 2nd person)",62,,"Verb, Verb",Hacer
haré,"haré: ""will do/make"", ""I will do/make"" (Hacer, future, 1st person)",62,,"Verb, Verb",Hacer
haremos,"haremos: ""will do/make"", ""we will do/make"" (Hacer, future, 1st person plural)",62,,"Verb, Verb",Hacer
haría,"haría: ""would do/make"", ""I would do/make"" (Hacer, conditional, 1st person)",62,,"Verb, Verb",Hacer
haría,"haría: ""would do/make"", ""he/she/it would do/make"" (Hacer, conditional, 3rd person)",62,,"Verb, Verb",Hacer
haríamos,"haríamos: ""would do/make"", ""we would do/make"" (Hacer, conditional, 1st person plural)",62,,"Verb, Verb",Hacer
harían,"harían: ""would do/make"", ""they would do/make"" (Hacer, conditional, 3rd person plural)",62,,"Verb, Verb",Hacer
harías,"harías: ""would do/make"", ""you would do/make"" (Hacer, conditional, 2nd person)",62,,"Verb, Verb",Hacer
haz,"haz: ""do/make"" (Hacer, imperative)",62,,"Verb, Verb",Hacer
hazlo,"hazlo: ""do/make it"" (Hacer, imperative)",62,,"Verb, Verb",Hacer
hice,"hice: ""did/made"", ""I did/made"" (Hacer, preterite, 1st person)",62,,"Verb, Verb",Hacer
hicieron,"hicieron: ""did/made"", ""they did/made"" (Hacer, preterite, 3rd person plural)",62,,"Verb, Verb",Hacer
hicimos,"hicimos: ""did/made"", ""we did/made"" (Hacer, preterite, 1st person plural)",62,,"Verb, Verb",Hacer
hiciste,"hiciste: ""did/made"", ""you did/made"" (Hacer, preterite, 2nd person)",62,,"Verb, Verb",Hacer
hizo,"hizo: ""did/made"", ""he/she/it did/made"" (Hacer, preterite, 3rd person)",62,,"Verb, Verb",Hacer
irme,irme (contraction),62,,"Verb, Verb",Ir
irnos,irnos (contraction),62,,"Verb, Verb",Ir
irse,irse (contraction),62,,"Verb, Verb",Ir
irte,irte (contraction),62,,"Verb, Verb",Ir
tenerlo,tenerlo (contraction),62,,"Verb, Verb",Tener
tenerte,tenerte (contraction),62,,"Verb, Verb",Tener
a,"a, used in a ""redundant indirect object"", e.g. le hice un favor a la chica",63,,"Preposition, Preposition",
se,"se to mean ""le"" or ""les"", as in ""se lo"" or ""se la""",63,,"Pronoun, Indirect Object",
acuerdo,"acuerdo: ""agreement"" (masc. noun)",64,,"Noun, Noun",
con cuidado,"con cuidado: ""carefully"" (idiom)",64,,"Cluster, Idiom",
cuál,cuál: which (interrogative pronoun),64,,"Pronoun, Interrogative",
cuidado,"cuidado: ""carefulness"" (masc. noun)",64,,"Noun, Noun",
de acuerdo,"de acuerdo: ""in agreement"" (idiom)",64,,"Cluster, Idiom",
el que,"el que to mean ""which"" after a preposition",64,,"Cluster, Idiom",
forma,"forma: ""way"" (fem. noun)",64,,"Noun, Noun",
idea,"idea: ""idea"" (fem. noun)",64,,"Noun, Noun",
la que,"la que to mean ""which"" after a preposition",64,,"Cluster, Idiom",
las que,"las que to mean ""which"" after a preposition",64,,"Cluster, Idiom",
los que,"los que to mean ""which"" after a preposition",64,,"Cluster, Idiom",
problema,"problema: ""problem"" (masc. noun)",64,,"Noun, Noun",
razón,"razón: ""reason"" (fem. noun)",64,,"Noun, Noun",
razón en,"razón en: ""right about"" (idiom)",64,,"Cluster, Idiom",
tener cuidado,"tener cuidado: ""to be careful"" (idiom, lit. ""to have carefulness"")",64,,"Cluster, Idiom",
tener razón,"tener razón: ""to be right"" (idiom, lit. ""to have reason"")",64,,"Cluster, Idiom",
trabajo,"trabajo: ""work/job"" (masc. noun)",64,,"Noun, Noun",
hiciera,"hiciera: ""did/made"", ""I did/made"" (Hacer, past subjunctive, 1st person)",65,,"Verb, Verb",Hacer
hiciera,"hiciera: ""did/made"", ""he/she/it did/made"" (Hacer, past subjunctive, 3rd person)",65,,"Verb, Verb",Hacer
hiciéramos,"hiciéramos: ""did/made"", ""we did/made"" (Hacer, past subjunctive, 1st person plural)",65,,"Verb, Verb",Hacer
hicieran,"hicieran: ""did/made"", ""they did/made"" (Hacer, past subjunctive, 3rd person plural)",65,,"Verb, Verb",Hacer
hicieras,"hicieras: ""did/made"", ""you did/made"" (Hacer, past subjunctive, 2nd person)",65,,"Verb, Verb",Hacer
puede que,"puede que: ""it might be that..."" (idiom)",66,,"Cluster, Idiom",
poderse,"poderse: any use of Poder with a reflexive pronoun, changing the meaning to ""it is possible""",66,,"Other structure, Pronominal structure",
podemos,"podemos: ""can"", ""we can"" (Poder, present, 1st person plural)",66,,"Verb, Verb",Poder
poder,"poder: ""to be able"" (infinitive)",66,,"Verb, Verb",Poder
podido,"podido: ""been able"" (Poder, participle)",66,,"Verb, Verb",Poder
puede,"puede: ""can"", ""he/she/it can"" (Poder, present, 3rd person)",66,,"Verb, Verb",Poder
pueden,"pueden: ""can"", ""they can"" (Poder, present, 3rd person plural)",66,,"Verb, Verb",Poder
puedes,"puedes: ""can"", ""you can"" (Poder, present, 2nd person)",66,,"Verb, Verb",Poder
puedo,"puedo: ""can"", ""I can"" (Poder, present, 1st person)",66,,"Verb, Verb",Poder
podamos,"podamos: ""be able"", ""we be able"" (Poder, subjunctive, 1st person plural)",67,,"Verb, Verb",Poder
podía,"podía: ""was able"", ""I was able"" (Poder, imperfect, 1st person)",67,,"Verb, Verb",Poder
podía,"podía: ""was able"", ""he/she/it was able"" (Poder, imperfect, 3rd person)",67,,"Verb, Verb",Poder
podíamos,"podíamos: ""were able"", ""we were able"" (Poder, imperfect, 1st person plural)",67,,"Verb, Verb",Poder
podían,"podían: ""were able"", ""they were able"" (Poder, imperfect, 3rd person plural)",67,,"Verb, Verb",Poder
podías,"podías: ""were able"", ""you were able"" (Poder, imperfect, 2nd person)",67,,"Verb, Verb",Poder
podrá,"podrá: ""will be able"", ""he/she/it will be able"" (Poder, future, 3rd person)",67,,"Verb, Verb",Poder
podrán,"podrán: ""will be able"", ""they will be able"" (Poder, future, 3rd person plural)",67,,"Verb, Verb",Poder
podrás,"podrás: ""will be able"", ""you will be able"" (Poder, future, 2nd person)",67,,"Verb, Verb",Poder
podré,"podré: ""will be able"", ""I will be able"" (Poder, future, 1st person)",67,,"Verb, Verb",Poder
podremos,"podremos: ""will be able"", ""we will be able"" (Poder, future, 1st person plural)",67,,"Verb, Verb",Poder
podría,"podría: ""would be able"", ""I would be able"" (Poder, conditional, 1st person)",67,,"Verb, Verb",Poder
podría,"podría: ""would be able"", ""he/she/it would be able"" (Poder, conditional, 3rd person)",67,,"Verb, Verb",Poder
podríamos,"podríamos: ""would be able"", ""we would be able"" (Poder, conditional, 1st person plural)",67,,"Verb, Verb",Poder
podrían,"podrían: ""would be able"", ""they would be able"" (Poder, conditional, 3rd person plural)",67,,"Verb, Verb",Poder
podrías,"podrías: ""would be able"", ""you would be able"" (Poder, conditional, 2nd person)",67,,"Verb, Verb",Poder
pude,"pude: ""was able / managed"", ""I was able / managed"" (Poder, preterite, 1st person)",67,,"Verb, Verb",Poder
pudiendo,"pudiendo: ""being able"" (Poder, gerund)",67,,"Verb, Verb",Poder
pudiera,"pudiera: ""were able"", ""I were able"" (Poder, subjunctive past, 1st person)",67,,"Verb, Verb",Poder
pudiera,"pudiera: ""were able"", ""he/she/it were able"" (Poder, subjunctive past, 3rd person)",67,,"Verb, Verb",Poder
pudiéramos,"pudiéramos: ""were able"", ""we were able"" (Poder, subjunctive past, 1st person plural)",67,,"Verb, Verb",Poder
pudieran,"pudieran: ""were able"", ""they were able"" (Poder, subjunctive past, 3rd person plural)",67,,"Verb, Verb",Poder
pudieras,"pudieras: ""were able"", ""you were able"" (Poder, subjunctive past, 2nd person)",67,,"Verb, Verb",Poder
pudieron,"pudieron: ""were able / managed"", ""they were able / managed"" (Poder, preterite, 3rd person plural)",67,,"Verb, Verb",Poder
pudimos,"pudimos: ""were able / managed"", ""we were able / managed"" (Poder, preterite, 1st person plural)",67,,"Verb, Verb",Poder
pudiste,"pudiste: ""were able / managed"", ""you were able / managed"" (Poder, preterite, 2nd person)",67,,"Verb, Verb",Poder
pudo,"pudo: ""was able / managed"", ""he/she/it was able / managed"" (Poder, preterite, 3rd person)",67,,"Verb, Verb",Poder
pueda,"pueda: ""be able"", ""I be able"" (Poder, subjunctive, 1st person)",67,,"Verb, Verb",Poder
pueda,"pueda: ""be able"", ""he/she/it be able"" (Poder, subjunctive, 3rd person)",67,,"Verb, Verb",Poder
